DPI
156.161
160.031
163.543
167.672
170.372
174.142
177.072
177.928
176.831
178.446
177.806
180.249
182.92
186.806
200.505
197.946
209.207
204.942
207.616
211.59
212.969
217.088
219.553
227.67
231.22
232.96
233.666
233.112
235.154
237.885
240.303
245.093
251.398
256.466
260.651
264.639
266.156
268.834
272.075
277.445
281.889
284.176
288.75
290.368
289.888
292.819
297.893
301.823
309.449
315.505
320.725
322.842
326.364
332.208
332.126
334.024
334.52
339.455
342.332
349.593
354.822
360.458
364.333
370.618
374.283
378.413
385.394
390.049
399.581
407.536
416.422
418.987
429.711
436.642
445.804
459.736
470.136
475.189
484.291
490.06
494.317
503.458
510.717
518.249
536.297
550.014
566.122
574.977
587.005
598.337
608.626
620.586
631.685
641.57
653.482
660.161
679.186
693.225
705.599
721.739
738.948
757.364
775.799
800.502
825.007
840.527
858.877
873.887
891.868
920.422
949.276
959.079
985.19
1013.582
1047.192
1076.223
1109.908
1129.54
1158.806
1192.408
1228.212
1255.98
1286.905
1324.804
1354.053
1411.385
1442.217
1481.354
1517.141
1557.635
1611.867
1655.035
1702.302
1704.723
1763.771
1831.874
1885.734
1917.524
1958.099
1974.447
2014.155
2039.645
2085.671
2145.554
2184.589
2249.438
2319.895
2372.496
2418.165
2475.876
2513.523
2561.797
2636.008
2681.764
2754.148
2779.4
2823.648
2851.456
2917.201
2952.807
2983.513
3053.33
3117.358
3150.916
3231.896
3291.716
3361.899
3434.539
3490.172
3553.767
3609.399
3653.692
3737.948
3783.421
3846.7
3867.909
3873.562
3926.932
3973.269
4000.032
4100.401
4155.66
4226.971
4307.205
4349.515
4418.581
4487.189
4552.651
4621.223
4683.163
4752.761
4826.713
4862.436
4933.609
4998.662
5055.655
5130.615
5220.499
5274.505
5352.763
5433.105
5471.267
5579.179
5663.61
5721.342
5832.566
5926.846
6028.238
6102.04
6230.641
6335.31
6467.039
6618.217
6711.911
6819.984
6918.606
6995.298
7042.25
7070.337
7187.32
7217.715
7307.955
7397.135
7472.958
7567.16
7661.458
7820.927
7913.453
8048.777
8147.108
8283.335
8448.621
8551.735
8701.145
8868.089
8955.295
9100.153
9227.649
9353.772
9427.368
9572.138
9678.713
9798.383
9937.14
10004.445
10129.869
10159.078
9906.942
9814.969
9805.502
9939.406
10004.996
10101.822
10208.145
10300.754
10430.304
10558.195
10673.018
10755.029
10809.186
10959.301
11005.055
11059.393
11165.703
11277.664
11315.681
11408.359
11551.229
11646.001
11810.451
11959.79
12081.561
12119.763
12264.14
12382.494
12423.353
12523.156
12665.124
12797.126
12921.989
13097.306
13188.73
13325.065
13551.401
13745.074
13891.294
14002.199
14099.199
14150.191
14350.662
14548.282
14701.038
14496.227
13175.637
14478.033
14752.732
15259.427
16016.346
16363.876
16816.132
17175.105
17603.753
17876.234
18108.27
18506.211
18685.724
18928.987
19170.154
19424.775
19682.699
